,artist_names,artist_bios
1058,David Roth,"David Roth is an American artist known for his color-oriented works. He studied at the Illinois Institute of Technology's Institute of Design.
"
1059,Paul von Ringelheim,Paul von Ringelheim was an Austrian/American artist known for sculptures and paintings. His work is a unique synthesis of form and content.
1060,Alejandro Colunga,"Alejandro Colunga is a Mexican painter and sculptor, whose works display his imagination which matches the Latin American tradition of surrealism.
"
1061,Michael DeCamp,"Michael DeCamp was an American photographer whose works depicted what seems like another dimension, where shapes and colors interplay."
1062,Jon Carsman,Jon Carsman was a talented American painter who synthesized realism and fantasy. His inspiration came from the play of color and light.
1063,Eiji Ohashi,"Eiji Ohashi is a Japanese artist who became a full-time photographer in 2010. Until then, as an amateur photographer, he published 2 books.
"
1064,Karel Appel and Pierre Alechinsky,
1065,Juan Carlos Collada,"Born in Miami, Juan Carlos Collada is an American contemporary artist working in the fields of painting, sculpture, and assemblage."
1066,Jan Gulfoss,"Jan Gulfoss is a Dutch artist best known for his photographic compositions of animals and various other objects, staged in theatrical settings."
1067,Harriet Liddell Foster,Harriet Liddell Foster is a British contemporary abstract artist who predominantly paints on canvas but is known for venturing into other mediums.
1068,Michelle Gagliano,Michelle Gagliano is an American contemporary artist known for her keen observation of nature and sophisticated approach to painting.
1069,Dragica Carlin,"Born in Zagreb, Dragica Carlin is a British-Croatian contemporary artist widely known and recognized for her abstract paintings."
1070,Annesta Le,"Annesta Le is a Vietnamese-American contemporary artist who found artistic expression through sculpting neon glass, painting, and drawing."
1071,Rainer Wolzl,"Rainer Wölzl is a versatile Austrian artist working in the fields of painting, drawing, graphics, montage, sculpture, installation, and video."
1072,Efe Kurt,"Efe Kurt is a contemporary Turkish artist, curator, and critic. He studied at Bilkent University Faculty of Art, Design and Architecture (undergrad degree)."
1073,Bunny Yeager,More details will be forthcoming shortly.
1074,Dimitar Solakov,"Dimitar Solakov is a Bulgarian artist who uses media of photography, video, drawings, and objects to investigate various types of connections."
1075,Lyuben Domozetski,Lyuben Domozetski is a Bulgarian artist who combines art history with a scientific illustration which for him is an expression of his contact with nature.
1076,Miss Aniela,Miss Aniela is a British artist whose photographic work focuses on the female form contextualized with elaborate staging.
1077,Alesandro Ljubicic,Alesandro Ljubicic is a Bosnian-born artist known for his vivid paintings of flowers. The works represent his deep emotional response to nature’s beauty.
1078,Raf Urban,"Raf Urban is a French artist best known for his stencil works that spread the messages of diversity, hope and tolerance."
1079,Glauc',"Julien Leclercq, better known as Glauc', is a French artist who originally attempted to express himself through photography before returning to drawing."
1080,Mr. Kami,"Stéphane Benoit, better known as Mr. Kami, is a French artist who expressed himself through Street art for more than 15 years."
1081,Istraille,"Istraille is a French painter, draftsman, and graffiti artist, whose technique is at the crossroads of the figurative and the graphic, even almost abstract."
1082,Krasimira Stikar,Krasimira Stikar is a Bulgarian artist whose work is known for its movement and animation - the lines and shapes appear to be alive.
1083,Jay McCafferty,Jay McCafferty was an American artist whose recent work centered on solar paintings where he used a magnifying glass to channel the rays of the sun.
1084,Bonnie Edelman,"Bonnie Edelman is an American photographer arguably best known for her series Scapes, consisting of landscapes, seascapes, and skyscapes."
1085,Betsy Eby,"Betsy Eby is an American contemporary abstract painter who utilizes the technique of encaustic, which means ""to burn"". She's a classically trained pianist."
1086,Alina Maksimenko,Alina Maksimenko is a Ukrainian artist known for hauntingly powerful figurative paintings that encapsulate graceful female studies.
1087,Julie Peppito,"Julie Peppito is an American artist who embeds litter, old toys, and other found objects into the surfaces of her paintings, drawings, and sculptures."
1088,Celia Pym,"Based in London, Celia Pym is an artist working with knitting, darning and embroidery. She has been exploring damage and repair in textiles since 2007."
1089,LeavittWeaver,"LeavittWeaver is an interior, furniture and product design company powered by the creativity of Stephen Weaver and Craig Leavitt."
1090,Richard Bruland,"Richard Bruland is an American artist. Though structurally abstract, he thinks of his acrylic paintings in landscape terms."
1091,Bradley Harms,"Born in Winnipeg, Bradley Harms is a Canadian contemporary artist whose work addresses the manner in which we perceive painting."
1092,Daniela Marin,Daniela Marin is a Venezuelan-born contemporary artist whose vibrant Caribbean vibes dance across complex compositions of the subconscious.
1093,Dan Tanenbaum,More details will be coming shortly.
1094,Connor James,More details will be coming shortly.
1095,Stinkfish,"Stinkfish is a Colombian street artist best known for his work of portraying random faces by using  photographs to recreate the images on street art murals.
"
1096,Claes Oldenburg,"Claes Oldenburg is an American sculptor, best known for his public art installations typically featuring very large replicas of everyday objects. 
"
1097,Jenny Holzer,Installation and conceptual American artist Jenny Holzer is best known for her use of LED screens and her widely recognized Truisms series.
1098,Larry Clark,"Larry Clark is an American photographer and filmmaker who is best known for his movies Kids (1995) and Ken Park (2002) and photo series called Skaters, featured the skateboarding subculture of the early 1990s.
"
1099,Massimo Vitali,"Massimo Vitali is an Italian photographer born in 1944, best known for his monumental color photographs of beaches, pools, and social gatherings, often taken from removed vantage points.
"
1100,Rene Gruau,"Rene Gruau was an Italian artist and fashion illustrator, best known for his stunning, passionate figures and captivating use of color and dramatic line. 
"
1101,Stephan Balkenhol,"Stephan Balkenhol is a German contemporary sculptor, best known for his representational works carved out of wood."
1102,Rufino Tamayo,"Rufino Tamayo was a painter, sculptor, and printmaker, born in 1899 in Oaxaca, Mexico that created artworks by combining European and Mexican styles."
1103,William Copley,William Copley was an American painter and patron of the arts of some renown whose late Surrealist works have been seen as an early part of the American Pop Art movement of the 1950s and 1960s.
1104,Ross Bleckner,"Ross Bleckner is an American artist whose paintings aim to tackle and put into perspective challenging aspects of our society's existence and problems
"
1105,Alfonso Ossorio,"Alfonso A. Ossorio was a Filipino-American painter, whose art synthesized Abstract Expressionism, Surrealism and Art Brut in different periods."
