,artist_bios
1764,"Jenya Pestova, aka Evgenia Pestova, is a Russian artist who creates both figurative and abstract works, tapping into concepts of self-reflection."
1765,"Irene Davydova is an abstract painter based in Southern Germany whose paintings are about inner peace, silence, and immersion."
1766,Kira Ren is a Czech contemporary artist who focuses on the beauty of humans and nature in these hectic times full of pressing issues.
1767,"Donna Summer, born LaDonna Adrian Gaines, was an American singer, songwriter, and actress, who rose to prominence during the 1970s."
1768,María José Franco Maldonado is a Colombian artist. Her work in embroidery allows her to remain in an eternal state of the peaceful search for beauty.
1769,"Dan Lam is an American sculptor of Vietnamese origins, known for her ""drippy"" sculptures, vibrant colors, and non-traditional materials."
1770,Augusto Esquivel is an Argentinian contemporary artist widely known and recognized for his sculptures made with Sewing and Shank Buttons.
1771,Gemmy Woud-Binnendijk is a Dutch contemporary artist widely known for photographs that resemble 17th-century still lives and portraits.
1772,"Tatyana Kondratenko, also known as Tania Kandracienka, is a Belarus artist whose canvases are filled with volume and light."
1773,Giovanni Trimani is an Italian artist whose vibrant color scheme enhances a stylistic choice characterized by an original pictorial language.
1774,"Nino Caltabiano, better known as Caltanino, is an Italian contemporary artist whose current work has left reality and became utterly abstract."
1775,"Using traditional media and everyday found materials, Monica Rezman is an American artist who explores intimacy within abstraction."
1776,"Pamela Council is an American interdisciplinary artist whose practice embodies a darkly humorous and inventive Afro-Americana camp aesthetic, BLAXIDERMY."
1777,"Khalid Alkaaby is an Iraqi artist based in the United States whose works are inspired by the love, grace, and beauty that surrounds him."
1778,"Mathilde Denize is a French artist who explores femininity, female bodies, and sexuality, creating sensorial figurative paintings and sculptural works."
1779,Thomas Sills was an American Abstract Expressionist painter and collagist known for provocative handling of color and innovative use of media.
1780,"Pekko Rayne is an American-born contemporary artist best known for his digital and IRL artworks, highly sought-after on the NFT markets."
1781,Stanimir Genov is a Bulgarian contemporary artist whose work revolves around personal experiences. He lives and works in Sofia.
1782,"H. Waterday was an American artist widely known and recognized for his figurative works. His topics were diverse, from nudes to social statements."
1783,"Nadya Kosinskaya (Надежда Косинская) is a Russian artist known for her paintings, graphics, and assemblages with metal (nails), textiles, and embroidery."
1784,"Nestor Engelke is a Russian artist known for his unique technique of axial painting, carving images from classical art and Russian literature in wood."
1785,"Ivan Tuzov is a Russian artist whose bitmap-images-based pixel art depicts pop culture characters, historical figures, and social types."
1786,"Clifton Karhu was one of the most acclaimed American woodblock artists to work in Japan. His style was deeply expressive, yet precise and geometric."
1787,Christina Yuna Ko is a Korean American artist whose works are situated within a Western context and entangled within cross-cultural histories.
1788,"Calli Roche is an American artist whose current work is a material manifestation of internal diatribes. She is based in Brooklyn, NY."
1789,"Richard Kennedy is an American multimedia artist working in various fields, such as painting, sculpture, and installation."
1790,"Exploring notions of time, space, and transition, Mark Sheinkman is an American contemporary artist widely known for his linear abstractions."
1791,"Joni Sternbach is an American artist and photographer who explores various themes, such as domesticity and the family, and sexuality and the body."
1792,"Hugo Alonso is a Spanish artist best known for his acrylic paintings on paper, populated by women, naked or dressed in elegant clothes."
1793,Dark is a French artist and Abstract Calligrapher obsessed with letters and their lines. He’s been working on walls since 2012 and with a pen since 2016.
1794,Sank is a French artist best known for his colorful sculptures that depict icons of pop culture represented in the form of pixels.
1795,"San São is a French artist who creates pop-art works on canvas. Previously, he was a graffiti artist creating under several different pseudonyms."
1796,"Maxime Blachère is a French Fluxus artist whose works, filled with humor and saturated colors, are inspired by Comics, pop culture, and street art."
1797,Johnny Abrahams is an American artist known for his abstract and minimalistic paintings. He divides his canvases geometrically.
1798,"Working with stone, wood, bronze, and steel, Jim Hunolt is an American sculptor who deals with one subject: Mankind - Warriors and Lovers."
1799,"Passionate about art, photography and architecture, O Gringo is a French artist trained in sculpture, academic drawing but also in the plastic arts."
1800,"Nug is a Swedish artist and a well-known figure in the world of graffiti, having made a name for himself by spray painting countless walls and trains."
1801,"Beth Dary is an American artist who explores global themes such as the destabilization of the landscape and climate, working in a variety of media."
1802,"Pegan Brooke is an American artist known for her abstract, meditative watercolors and oil paintings, reflective both physically and psychologically."
